PC1,PC2,cluster
1.2684050158742741,-1.572327537005907,0
0.9463687385101704,1.350493531645227,0
0.15239942398570108,-0.12858982169611338,0
1.3655767073515608,0.1321028868403937,0
1.1345069875348899,-0.6727839513303971,0
1.1625244999419695,1.828358551277802,0
0.5101627183437134,-1.51076230581951,0
-3.068485453824815,0.13424308349553096,1
-1.0296364562769194,0.035584458260204004,0
0.18354082708893985,0.29627716679671096,0
0.4252854593773175,-0.5742793833566069,0
0.4533029717843969,1.9268631192515924,0
-0.1990588098138591,-1.4122577378457197,0
-3.304892629877339,0.16707793948679445,1
