age,district_code,gender_code,vote_time_hour,original_index,cluster
1.27339028202826,1.494543851575241,-1.1832159566199232,-0.9072767633979886,0,1
0.3908425618106539,-1.7174144259329525,1.1832159566199232,-0.9072767633979886,1,0
-0.624087316439593,-1.6256441894327185,0.0,-0.9072767633979886,2,0
0.1702056317562524,-0.0196650506786216,1.1832159566199232,-0.9072767633979886,3,1
0.4790973338324146,-0.0196650506786216,0.0,-0.9072767633979886,4,1
1.0527533519738586,0.622726604823017,1.1832159566199232,-0.9072767633979886,5,1
0.1702056317562524,-0.0196650506786216,-1.1832159566199232,-0.9072767633979886,6,1
-2.080291054798643,1.1733480238244216,-1.1832159566199232,1.4743247405217308,7,2
-0.624087316439593,-1.6256441894327185,0.0,1.0773911565351109,8,0
0.1702056317562524,-0.0196650506786216,1.1832159566199232,1.0773911565351109,9,1
0.4790973338324146,-0.0196650506786216,0.0,0.283523988561871,10,1
1.0527533519738586,0.622726604823017,1.1832159566199232,0.283523988561871,11,1
0.1702056317562524,-0.0196650506786216,-1.1832159566199232,0.283523988561871,12,1
-2.080291054798643,1.1733480238244216,-1.1832159566199232,1.8712583245083507,13,2
